window,connection_count,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,orig_ip_bytes,resp_ip_bytes,missed_bytes,unique_dst_ports,failed_connection_ratio,mean_interarrival,std_interarrival,interarrival_cv,rst_ratio,run_id,label
1788946692,3,0.0014626666666666,249.0,8937.0,16,6,925,9000,0,1,0.0,0.3978379964828491,0.0609029531478881,0.153084807600859,0.0,benign_mixed,BENIGN
1788946693,2,0.002616,166.0,5958.0,11,4,630,6000,0,1,0.0,0.4018929004669189,0.0,0.0,0.0,benign_mixed,BENIGN
1788946694,3,0.0210076666666666,249.0,8937.0,15,6,885,9000,0,1,0.0,0.3040165901184082,0.0776164531707763,0.2553033475592445,0.0,benign_mixed,BENIGN
1788946695,2,0.01866,166.0,5958.0,10,4,590,6000,0,1,0.0,0.5177919864654541,0.0,0.0,0.0,benign_mixed,BENIGN
1788946696,3,0.0124196666666666,249.0,8937.0,16,6,925,9000,0,1,0.0,0.3053779602050781,0.0392358303070068,0.1284828488626285,0.0,benign_mixed,BENIGN
1788946697,2,0.0013195,166.0,5958.0,10,4,590,6000,0,1,0.0,0.1311819553375244,0.0,0.0,0.0,benign_mixed,BENIGN
1788946771,4,78.93751825,938.0,0.0,19,0,1623,0,0,4,0.75,0.0029379526774088,0.0020999756171854,0.7147751675283935,0.0,benign_mixed,BENIGN
1788947071,3,5.021713666666667,938.0,0.0,9,0,1223,0,0,3,1.0,0.0022045373916625,0.0014775991439819,0.6702536094738549,0.0,benign_mixed,BENIGN
1788947104,1,103.516895,6400.0,6400.0,200,200,12000,12000,0,1,0.0,0.0,0.0,0.0,0.0,benign_mixed,BENIGN
1788947170,1,45.529454,417.0,0.0,2,0,473,0,0,1,1.0,0.0,0.0,0.0,0.0,benign_mixed,BENIGN
1788947305,4,4.68971925,1480.0,0.0,27,0,2337,0,0,2,0.75,0.0002923806508382,0.0002475492451391,0.8466676725338713,0.0,benign_mixed,BENIGN
1788947306,3,0.0,0.0,0.0,3,0,185,0,0,1,1.0,0.0004389286041259,0.0001230239868164,0.2802824551873981,0.0,benign_mixed,BENIGN
1788947307,2,0.0,0.0,0.0,2,0,129,0,0,1,1.0,0.0011122226715087,0.0,0.0,0.0,benign_mixed,BENIGN
1788947309,3,0.0,0.0,0.0,3,0,168,0,0,1,1.0,0.0005024671554565,0.0002425909042358,0.4827995255041518,0.0,benign_mixed,BENIGN
1788947312,4,0.0,0.0,0.0,4,0,258,0,0,1,1.0,0.1175909837086995,0.16572239794592,1.4093121149190595,0.0,benign_mixed,BENIGN
